IDENTIFYER,Location,Authors,year,Journal,Species,Family,N_fix,Growth_Habit,Koppen,Lat,Long,MAP,MAT,EVAP,DryIND,Elevation,Land_system,Narea,WUEi,Aarea,gsarea,Log10Narea,Log10WUEi,Log10A,Log10gs,SLA,LMA,Log10SLA
419,E,Lee,2001,New Phyt,Bromus,Poaceae,N,Graminoid,D,45,-93,772,7.2,641,0.85,292,Natural,0.72,29.1,7.5,0.258,-0.142667504,1.463441557,0.875061263,-0.588380294,19.8,50.50505051,1.29666519
420,E,Lee,2001,New Phyt,Koeleria,Poaceae,N,Graminoid,D,45,-93,772,7.2,641,0.85,292,Natural,1.23,28.9,7.7,0.266,0.089905111,1.461609089,0.886490725,-0.575118363,13.8,72.46376812,1.139879086
2078,AD,PRENTICE,2014,ECOL LETT,Acacia colletioides,Mimosaceae,F,Ev. Ang.,B,-32.98,146.16,396,17.9,,,177,,7.19,63,8.4,0.13,0.86,1.8,0.93,-0.87,2.9,347,0.46
2000,AA,PRENTICE,2014,ECOL LETT,Acacia dealbata,Mimosaceae,F,Ev. Ang.,C,-42.39,147.05,540.3,10.4,,,443,,2.43,69,11.6,0.17,0.39,1.84,1.07,-0.77,10.4,97,1.02
2063,AD,PRENTICE,2014,ECOL LETT,Acacia doratoxylon,Mimosaceae,F,Ev. Ang.,B,-32.98,146.16,396,17.9,,,177,,4.71,104,14.6,0.14,0.67,2.02,1.16,-0.85,4.5,222,0.65
2013,AB,PRENTICE,2014,ECOL LETT,Acacia flavescens,Mimosaceae,F,Ev. Ang.,C,-18.3,145.49,1066,21.6,,,700,,3.8,45,15.2,0.34,0.58,1.65,1.18,-0.47,5.5,183,0.74
2028,AC,PRENTICE,2014,ECOL LETT,Acacia floribunda,Mimosaceae,F,Ev. Ang.,C,-33.68,151.15,1133,17.3,,,100,,2.14,58,11,0.19,0.33,1.76,1.04,-0.72,10.1,99,1
2079,AD,PRENTICE,2014,ECOL LETT,Acacia havilandiorum,Mimosaceae,F,Ev. Ang.,B,-32.98,146.16,396,17.9,,,177,,6.39,97,12,0.12,0.81,1.99,1.08,-0.91,2.7,367,0.43
2014,AB,PRENTICE,2014,ECOL LETT,Acacia leptostachya,Mimosaceae,F,Ev. Ang.,C,-18.3,145.49,1066,21.6,,,700,,2.02,80,9.7,0.12,0.31,1.9,0.99,-0.91,5.6,180,0.74
2064,AD,PRENTICE,2014,ECOL LETT,Acacia oswaldii,Mimosaceae,F,Ev. Ang.,B,-32.98,146.16,396,17.9,,,177,,5.94,104,13.9,0.13,0.77,2.02,1.14,-0.87,3.1,319,0.5
2045,AC,PRENTICE,2014,ECOL LETT,Acacia suaveolens,Mimosaceae,F,Ev. Ang.,C,-33.68,151.15,1133,17.3,,,100,,4.04,51,9.6,0.19,0.61,1.71,0.98,-0.73,5.1,196,0.71
2080,AD,PRENTICE,2014,ECOL LETT,Acacia wilhelmiana,Mimosaceae,F,Ev. Ang.,B,-32.98,146.16,396,17.9,,,177,,3.41,128,8.5,0.07,0.53,2.11,0.93,-1.18,6.4,157,0.8
2062,AC,PRENTICE,2014,ECOL LETT,Allocasuarina sp,Casuarinaceae,F,Ev. Ang.,C,-33.68,151.15,1133,17.3,,,100,,1.94,60,9.4,0.16,0.29,1.78,0.98,-0.8,6.8,147,0.83
2015,AB,PRENTICE,2014,ECOL LETT,Allocasuarina torulosa,Casuarinaceae,F,Ev. Ang.,C,-18.3,145.49,1066,21.6,,,700,,2.83,109,5.6,0.05,0.45,2.04,0.75,-1.29,3.8,264,0.58
2001,AA,PRENTICE,2014,ECOL LETT,Aotus ericoides,Fabaceae,F,Ev. Ang.,C,-42.39,147.05,540.3,10.4,,,443,,2.23,114,11.4,0.1,0.35,2.06,1.06,-1,6.6,151,0.82
2003,AA,PRENTICE,2014,ECOL LETT,Bossiaea cinerea,Fabaceae,F,Ev. Ang.,C,-42.39,147.05,540.3,10.4,,,443,,2.1,94,6.8,0.07,0.32,1.97,0.83,-1.14,9.2,109,0.96
2092,AD,PRENTICE,2014,ECOL LETT,Bossiaea walkeri,Fabaceae,F,Ev. Ang.,B,-32.98,146.16,396,17.9,,,177,,4.66,69,11.1,0.16,0.67,1.84,1.05,-0.79,2.6,385,0.41
2005,AA,PRENTICE,2014,ECOL LETT,Daviesia latifolia,Fabaceae,F,Ev. Ang.,C,-42.39,147.05,540.3,10.4,,,443,,2.22,76,12.8,0.17,0.35,1.88,1.11,-0.77,8.3,120,0.92
2087,AD,PRENTICE,2014,ECOL LETT,Eutaxia microphylla,Fabaceae,F,Ev. Ang.,B,-32.98,146.16,396,17.9,,,177,,1.26,32,10.3,0.32,0.1,1.5,1.01,-0.49,9.2,109,0.96
2023,AB,PRENTICE,2014,ECOL LETT,Gastrolobium grandiflorum,Fabaceae,F,Ev. Ang.,C,-18.3,145.49,1066,21.6,,,700,,2.15,114,9,0.08,0.33,2.06,0.95,-1.1,6.7,148,0.83
2051,AC,PRENTICE,2014,ECOL LETT,Gompholobium glabratum,Fabaceae,F,Ev. Ang.,C,-33.68,151.15,1133,17.3,,,100,,1.99,38,7.7,0.2,0.3,1.58,0.89,-0.7,6,167,0.78
2060,AC,PRENTICE,2014,ECOL LETT,Phyllota phylicoides,Fabaceae,F,Ev. Ang.,C,-33.68,151.15,1133,17.3,,,100,,2.24,37,8.4,0.23,0.35,1.57,0.92,-0.65,6.2,162,0.79
2040,AC,PRENTICE,2014,ECOL LETT,Pultenaea daphnoides,Fabaceae,F,Ev. Ang.,C,-33.68,151.15,1133,17.3,,,100,,1.95,72,9.6,0.13,0.29,1.86,0.98,-0.87,9.9,101,0.99
2041,AC,PRENTICE,2014,ECOL LETT,Pultenaea flexilis,Fabaceae,F,Ev. Ang.,C,-33.68,151.15,1133,17.3,,,100,,1.46,54,10.1,0.19,0.16,1.73,1,-0.73,11.6,86,1.06
2012,AA,PRENTICE,2014,ECOL LETT,Pultenaea juniperina,Fabaceae,F,Ev. Ang.,C,-42.39,147.05,540.3,10.4,,,443,,2.32,105,8.9,0.09,0.37,2.02,0.95,-1.07,6.4,155,0.81
2074,AD,PRENTICE,2014,ECOL LETT,Senna artemisioides var 1lft,Fabaceae,F,Ev. Ang.,B,-32.98,146.16,396,17.9,,,177,,7.09,84,12.8,0.15,0.85,1.93,1.11,-0.82,2.5,394,0.4
2075,AD,PRENTICE,2014,ECOL LETT,Senna artemisioides var 3lft,Fabaceae,F,Ev. Ang.,B,-32.98,146.16,396,17.9,,,177,,4.39,54,14,0.26,0.64,1.74,1.15,-0.59,3.5,285,0.55
2029,AC,PRENTICE,2014,ECOL LETT,Astrotricha floccosa,Araliaceae,N,Ev. Ang.,C,-33.68,151.15,1133,17.3,,,100,,1.07,65,11.9,0.18,0.03,1.81,1.07,-0.74,12.6,79,1.1
2002,AA,PRENTICE,2014,ECOL LETT,Banksia marginata,Proteaceae,N,Ev. Ang.,C,-42.39,147.05,540.3,10.4,,,443,,1.68,92,17,0.19,0.23,1.96,1.23,-0.73,6,166,0.78
2046,AC,PRENTICE,2014,ECOL LETT,Banksia marginata,Proteaceae,N,Ev. Ang.,C,-33.68,151.15,1133,17.3,,,100,,1.87,63,19.5,0.31,0.27,1.8,1.29,-0.51,5,199,0.7
2081,AD,PRENTICE,2014,ECOL LETT,Bertya cunninghamii,Euphorbiaceae,N,Ev. Ang.,B,-32.98,146.16,396,17.9,,,177,,3.43,95,7.1,0.07,0.53,1.98,0.85,-1.13,5.7,176,0.76
2082,AD,PRENTICE,2014,ECOL LETT,Beyeria opaca,Euphorbiaceae,N,Ev. Ang.,B,-32.98,146.16,396,17.9,,,177,,2.88,102,5.7,0.06,0.46,2.01,0.76,-1.25,6.4,157,0.81
2047,AC,PRENTICE,2014,ECOL LETT,Boronia ledifolia,Rutaceae,N,Ev. Ang.,C,-33.68,151.15,1133,17.3,,,100,,1.85,41,8.7,0.21,0.27,1.61,0.94,-0.67,6.3,158,0.8
2093,AD,PRENTICE,2014,ECOL LETT,Brachychiton populneus,Malvaceae,N,Ev. Ang.,B,-32.98,146.16,396,17.9,,,177,,2.53,105,8.6,0.08,0.4,2.02,0.93,-1.09,7.1,141,0.85
2065,AD,PRENTICE,2014,ECOL LETT,Callitris glaucophylla,Cupressaceae,N,Gymnosperm,B,-32.98,146.16,396,17.9,,,177,,2.97,72,6.3,0.09,0.47,1.86,0.8,-1.05,4.2,236,0.63
2004,AA,PRENTICE,2014,ECOL LETT,Cassinia aculeata,Asteraceae,N,Ev. Ang.,C,-42.39,147.05,540.3,10.4,,,443,,1.7,132,10.6,0.08,0.23,2.12,1.02,-1.09,11.2,90,1.05
2083,AD,PRENTICE,2014,ECOL LETT,Cassinia laevis,Asteraceae,N,Ev. Ang.,B,-32.98,146.16,396,17.9,,,177,,2.74,121,6.9,0.06,0.44,2.08,0.84,-1.24,7.2,138,0.86
2030,AC,PRENTICE,2014,ECOL LETT,Correa reflexa,Rutaceae,N,Ev. Ang.,C,-33.68,151.15,1133,17.3,,,100,,0.63,43,4.5,0.1,-0.2,1.63,0.65,-0.98,16.1,62,1.21
2016,AB,PRENTICE,2014,ECOL LETT,Corymbia citriodora,Myrtaceae,N,Ev. Ang.,C,-18.3,145.49,1066,21.6,,,700,,1.85,56,16.3,0.29,0.27,1.75,1.21,-0.53,8.6,116,0.93
2048,AC,PRENTICE,2014,ECOL LETT,Corymbia gummifera,Myrtaceae,N,Ev. Ang.,C,-33.68,151.15,1133,17.3,,,100,,1.98,56,13,0.23,0.3,1.75,1.11,-0.63,4.5,222,0.65
2017,AB,PRENTICE,2014,ECOL LETT,Corymbia intermedia,Myrtaceae,N,Ev. Ang.,C,-18.3,145.49,1066,21.6,,,700,,1.41,62,8.9,0.14,0.15,1.79,0.95,-0.84,7.4,135,0.87
2018,AB,PRENTICE,2014,ECOL LETT,Corymbia trachyphloia,Myrtaceae,N,Ev. Ang.,C,-18.3,145.49,1066,21.6,,,700,,1.63,72,13.6,0.19,0.21,1.86,1.13,-0.73,6.9,145,0.84
2031,AC,PRENTICE,2014,ECOL LETT,Dodonaea triquetra,Sapindaceae,N,Ev. Ang.,C,-33.68,151.15,1133,17.3,,,100,,1.92,77,20.4,0.26,0.28,1.89,1.31,-0.58,10.1,99,1
2066,AD,PRENTICE,2014,ECOL LETT,Dodonaea viscosa ssp.angustissima,Sapindaceae,N,Ev. Ang.,B,-32.98,146.16,396,17.9,,,177,,2.93,51,12.2,0.24,0.47,1.71,1.09,-0.62,6.1,164,0.79
2067,AD,PRENTICE,2014,ECOL LETT,Dodonaea viscosa ssp.cuneata,Sapindaceae,N,Ev. Ang.,B,-32.98,146.16,396,17.9,,,177,,2.37,98,10,0.1,0.37,1.99,1,-0.99,9.3,107,0.97
2068,AD,PRENTICE,2014,ECOL LETT,Dodonaea viscosa ssp.spatulata,Sapindaceae,N,Ev. Ang.,B,-32.98,146.16,396,17.9,,,177,,2.83,107,11.4,0.11,0.45,2.03,1.06,-0.97,8,125,0.9
2006,AA,PRENTICE,2014,ECOL LETT,Epacris impressa,Epacridaceae,N,Ev. Ang.,C,-42.39,147.05,540.3,10.4,,,443,,0.94,103,4.1,0.04,-0.03,2.01,0.61,-1.41,9.7,103,0.99
2084,AD,PRENTICE,2014,ECOL LETT,Eremophila deserti,Myoporaceae,N,Ev. Ang.,B,-32.98,146.16,396,17.9,,,177,,3.26,99,9.1,0.09,0.51,1.99,0.96,-1.04,5.1,198,0.7
2094,AD,PRENTICE,2014,ECOL LETT,Eremophila glabra,Myoporaceae,N,Ev. Ang.,B,-32.98,146.16,396,17.9,,,177,,2.89,62,13.6,0.22,0.46,1.79,1.13,-0.66,6,168,0.77
2069,AD,PRENTICE,2014,ECOL LETT,Eremophila mitchelli,Myoporaceae,N,Ev. Ang.,B,-32.98,146.16,396,17.9,,,177,,3.81,88,9.2,0.1,0.58,1.94,0.96,-0.98,5.9,170,0.77
2049,AC,PRENTICE,2014,ECOL LETT,Eriostemon australasius,Rutaceae,N,Ev. Ang.,C,-33.68,151.15,1133,17.3,,,100,,2.58,41,10.1,0.25,0.41,1.61,1,-0.61,5.5,180,0.74
2085,AD,PRENTICE,2014,ECOL LETT,Eucalyptus dumosa,Myrtaceae,N,Ev. Ang.,B,-32.98,146.16,396,17.9,,,177,,3.56,100,13.4,0.13,0.55,2,1.13,-0.87,2.9,349,0.46
2050,AC,PRENTICE,2014,ECOL LETT,Eucalyptus haemostoma,Myrtaceae,N,Ev. Ang.,C,-33.68,151.15,1133,17.3,,,100,,2.36,37,12,0.33,0.37,1.57,1.08,-0.49,4.5,223,0.65
2070,AD,PRENTICE,2014,ECOL LETT,Eucalyptus intertexta,Myrtaceae,N,Ev. Ang.,B,-32.98,146.16,396,17.9,,,177,,3.24,106,18.1,0.17,0.51,2.02,1.26,-0.77,4.4,225,0.65
2032,AC,PRENTICE,2014,ECOL LETT,Eucalyptus paniculata,Myrtaceae,N,Ev. Ang.,C,-33.68,151.15,1133,17.3,,,100,,1.34,70,9.2,0.13,0.13,1.85,0.96,-0.88,8.6,117,0.93
2007,AA,PRENTICE,2014,ECOL LETT,Eucalyptus pauciflora,Myrtaceae,N,Ev. Ang.,C,-42.39,147.05,540.3,10.4,,,443,,3.33,127,12.2,0.1,0.52,2.1,1.09,-1.02,4.7,211,0.68
2019,AB,PRENTICE,2014,ECOL LETT,Eucalyptus portuensis,Myrtaceae,N,Ev. Ang.,C,-18.3,145.49,1066,21.6,,,700,,2.04,62,13.1,0.21,0.31,1.79,1.12,-0.68,4.9,206,0.69
2008,AA,PRENTICE,2014,ECOL LETT,Eucalyptus rubida,Myrtaceae,N,Ev. Ang.,C,-42.39,147.05,540.3,10.4,,,443,,2.47,121,12.3,0.1,0.39,2.08,1.09,-0.99,6.4,156,0.81
2086,AD,PRENTICE,2014,ECOL LETT,Eucalyptus socialis,Myrtaceae,N,Ev. Ang.,B,-32.98,146.16,396,17.9,,,177,,4.1,94,16.2,0.17,0.61,1.97,1.21,-0.76,3.1,318,0.5
2009,AA,PRENTICE,2014,ECOL LETT,Eucalyptus tenuiramis,Myrtaceae,N,Ev. Ang.,C,-42.39,147.05,540.3,10.4,,,443,,3.07,98,13.3,0.14,0.49,1.99,1.12,-0.87,5.6,180,0.75
2033,AC,PRENTICE,2014,ECOL LETT,Eucalyptus umbra,Myrtaceae,N,Ev. Ang.,C,-33.68,151.15,1133,17.3,,,100,,1.95,63,8,0.13,0.29,1.8,0.91,-0.9,5.1,197,0.71
2071,AD,PRENTICE,2014,ECOL LETT,Geijera parviflora,Rutaceae,N,Ev. Ang.,B,-32.98,146.16,396,17.9,,,177,,2.97,81,10.4,0.13,0.47,1.91,1.02,-0.89,5.3,190,0.72
2088,AD,PRENTICE,2014,ECOL LETT,Grevillea anethifolia,Proteaceae,N,Ev. Ang.,B,-32.98,146.16,396,17.9,,,177,,1.8,131,5.2,0.04,0.26,2.12,0.72,-1.4,6.9,145,0.84
2052,AC,PRENTICE,2014,ECOL LETT,Grevillea buxifolia,Proteaceae,N,Ev. Ang.,C,-33.68,151.15,1133,17.3,,,100,,1.04,42,8.6,0.21,0.02,1.62,0.94,-0.69,7,142,0.85
2020,AB,PRENTICE,2014,ECOL LETT,Grevillea glauca,Proteaceae,N,Ev. Ang.,C,-18.3,145.49,1066,21.6,,,700,,1.18,56,9.6,0.17,0.07,1.74,0.98,-0.76,6.6,152,0.82
2021,AB,PRENTICE,2014,ECOL LETT,Grevillea parallela,Proteaceae,N,Ev. Ang.,C,-18.3,145.49,1066,21.6,,,700,,1.85,41,14.1,0.34,0.27,1.61,1.15,-0.46,4.7,212,0.67
2053,AC,PRENTICE,2014,ECOL LETT,Grevillea speciosa,Proteaceae,N,Ev. Ang.,C,-33.68,151.15,1133,17.3,,,100,,1.38,29,8.8,0.3,0.14,1.47,0.95,-0.52,5.6,179,0.75
2054,AC,PRENTICE,2014,ECOL LETT,Hakea dactyloides,Proteaceae,N,Ev. Ang.,C,-33.68,151.15,1133,17.3,,,100,,1.76,64,12.6,0.2,0.24,1.81,1.1,-0.71,3.6,274,0.56
2072,AD,PRENTICE,2014,ECOL LETT,Hakea tephrosperma,Proteaceae,N,Ev. Ang.,B,-32.98,146.16,396,17.9,,,177,,4.76,110,10.8,0.1,0.68,2.04,1.03,-1.01,1.8,547,0.26
2055,AC,PRENTICE,2014,ECOL LETT,Hakea teretifolia,Proteaceae,N,Ev. Ang.,C,-33.68,151.15,1133,17.3,,,100,,2.26,52,14.1,0.27,0.35,1.72,1.15,-0.57,2.5,404,0.39
2056,AC,PRENTICE,2014,ECOL LETT,Hibbertia bracteata,Dilleniaceae,N,Ev. Ang.,C,-33.68,151.15,1133,17.3,,,100,,1.26,31,6.7,0.22,0.1,1.49,0.83,-0.66,7.8,128,0.89
2057,AC,PRENTICE,2014,ECOL LETT,Lambertia formosa,Proteaceae,N,Ev. Ang.,C,-33.68,151.15,1133,17.3,,,100,,1.49,42,9.3,0.22,0.17,1.63,0.97,-0.66,4.2,237,0.63
2034,AC,PRENTICE,2014,ECOL LETT,Lasiopetalum ferrugineum,Malvaceae,N,Ev. Ang.,C,-33.68,151.15,1133,17.3,,,100,,1.3,57,8.1,0.14,0.11,1.76,0.91,-0.85,9.3,108,0.97
2035,AC,PRENTICE,2014,ECOL LETT,Leptospermum polygalifolium,Myrtaceae,N,Ev. Ang.,C,-33.68,151.15,1133,17.3,,,100,,1.09,42,8.6,0.21,0.04,1.62,0.93,-0.69,12.8,78,1.11
2058,AC,PRENTICE,2014,ECOL LETT,Leptospermum trinervium,Myrtaceae,N,Ev. Ang.,C,-33.68,151.15,1133,17.3,,,100,,0.97,43,4.5,0.1,-0.01,1.63,0.65,-0.98,8.2,122,0.91
2010,AA,PRENTICE,2014,ECOL LETT,Leucopogon ericoides,Epacridaceae,N,Ev. Ang.,C,-42.39,147.05,540.3,10.4,,,443,,1.28,108,9.7,0.09,0.11,2.03,0.99,-1.05,8.9,112,0.95
2036,AC,PRENTICE,2014,ECOL LETT,Lomatia silaifolia,Proteaceae,N,Ev. Ang.,C,-33.68,151.15,1133,17.3,,,100,,0.88,54,5.9,0.11,-0.06,1.73,0.77,-0.96,8.3,120,0.92
2022,AB,PRENTICE,2014,ECOL LETT,Lophostemon suaveolens,Myrtaceae,N,Ev. Ang.,C,-18.3,145.49,1066,21.6,,,700,,1.77,49,12.1,0.25,0.25,1.69,1.08,-0.6,7.3,137,0.86
2095,AD,PRENTICE,2014,ECOL LETT,Melaleuca uncinata,Myrtaceae,N,Ev. Ang.,B,-32.98,146.16,396,17.9,,,177,,4.77,71,12.7,0.18,0.68,1.85,1.11,-0.74,3.5,288,0.54
2089,AD,PRENTICE,2014,ECOL LETT,Micromyrtus sessilis,Myrtaceae,N,Ev. Ang.,B,-32.98,146.16,396,17.9,,,177,,3.19,99,5.1,0.05,0.5,2,0.7,-1.29,4.7,211,0.68
2090,AD,PRENTICE,2014,ECOL LETT,Olearia decurrens,Asteraceae,N,Ev. Ang.,B,-32.98,146.16,396,17.9,,,177,,2.59,112,10.3,0.09,0.41,2.05,1.01,-1.03,7.6,131,0.88
2096,AD,PRENTICE,2014,ECOL LETT,Olearia pimelioides,Asteraceae,N,Ev. Ang.,B,-32.98,146.16,396,17.9,,,177,,2.76,85,6.8,0.08,0.44,1.93,0.83,-1.1,8.7,115,0.94
2024,AB,PRENTICE,2014,ECOL LETT,Persoonia falcata,Proteaceae,N,Ev. Ang.,C,-18.3,145.49,1066,21.6,,,700,,1.97,53,14.1,0.27,0.3,1.73,1.15,-0.58,5.2,194,0.71
2011,AA,PRENTICE,2014,ECOL LETT,Persoonia juniperina,Proteaceae,N,Ev. Ang.,C,-42.39,147.05,540.3,10.4,,,443,,1.86,87,2.8,0.03,0.27,1.94,0.45,-1.49,4.6,217,0.66
2059,AC,PRENTICE,2014,ECOL LETT,Persoonia levis,Proteaceae,N,Ev. Ang.,C,-33.68,151.15,1133,17.3,,,100,,1.08,48,8.2,0.17,0.03,1.68,0.91,-0.77,5.4,186,0.73
2038,AC,PRENTICE,2014,ECOL LETT,Persoonia linearis,Proteaceae,N,Ev. Ang.,C,-33.68,151.15,1133,17.3,,,100,,1.24,34,7.4,0.22,0.09,1.53,0.87,-0.66,6.5,155,0.81
2025,AB,PRENTICE,2014,ECOL LETT,Petalostigma pubescens,Picrodendraceae,N,Ev. Ang.,C,-18.3,145.49,1066,21.6,,,700,,1.49,48,10,0.21,0.17,1.68,1,-0.68,7.1,141,0.85
2097,AD,PRENTICE,2014,ECOL LETT,Philotheca difformis,Rutaceae,N,Ev. Ang.,B,-32.98,146.16,396,17.9,,,177,,3.77,77,10.1,0.13,0.58,1.89,1,-0.88,3.8,261,0.58
2061,AC,PRENTICE,2014,ECOL LETT,Pimelea linifolia,Thymelaeaceae,N,Ev. Ang.,C,-33.68,151.15,1133,17.3,,,100,,1,33,7.9,0.24,0,1.52,0.9,-0.62,13.5,74,1.13
2073,AD,PRENTICE,2014,ECOL LETT,Pimelea microcephala,Thymelaeaceae,N,Ev. Ang.,B,-32.98,146.16,396,17.9,,,177,,2.39,105,10.6,0.1,0.38,2.02,1.03,-0.99,12.5,80,1.1
2026,AB,PRENTICE,2014,ECOL LETT,Planchonia careya,Lecythidaceae,N,Ev. Ang.,C,-18.3,145.49,1066,21.6,,,700,,1.74,57,11.1,0.19,0.24,1.76,1.05,-0.71,10.4,96,1.02
2039,AC,PRENTICE,2014,ECOL LETT,Pomaderris ferruginea,Rhamnaceae,N,Ev. Ang.,C,-33.68,151.15,1133,17.3,,,100,,0.96,55,7.6,0.14,-0.02,1.74,0.88,-0.87,12.4,81,1.09
2091,AD,PRENTICE,2014,ECOL LETT,Santalum acuminatum,Santalaceae,N,Ev. Ang.,B,-32.98,146.16,396,17.9,,,177,,3.61,57,7.4,0.13,0.56,1.76,0.87,-0.89,2.9,347,0.46
2076,AD,PRENTICE,2014,ECOL LETT,Solanum ferocissium,Solanaceae,N,Ev. Ang.,B,-32.98,146.16,396,17.9,,,177,,2.85,83,9.5,0.11,0.46,1.92,0.98,-0.94,15,67,1.18
2077,AD,PRENTICE,2014,ECOL LETT,Spartothamnella puberula,Lamiaceae,N,Ev. Ang.,B,-32.98,146.16,396,17.9,,,177,,3.69,89,13.3,0.15,0.57,1.95,1.12,-0.83,8.9,112,0.95
2042,AC,PRENTICE,2014,ECOL LETT,Syncarpia glomulifera,Myrtaceae,N,Ev. Ang.,C,-33.68,151.15,1133,17.3,,,100,,1.49,86,9.2,0.11,0.17,1.93,0.96,-0.97,6.3,158,0.8
2043,AC,PRENTICE,2014,ECOL LETT,Synoum glandulosum,Meliaceae,N,Ev. Ang.,C,-33.68,151.15,1133,17.3,,,100,,1.45,85,6.5,0.08,0.16,1.93,0.81,-1.12,11.6,86,1.07
2044,AC,PRENTICE,2014,ECOL LETT,Xylomelum pyriforme,Proteaceae,N,Ev. Ang.,C,-33.68,151.15,1133,17.3,,,100,,1.38,72,10.5,0.15,0.14,1.86,1.02,-0.84,6,166,0.78
2027,AB,PRENTICE,2014,ECOL LETT,Xylomelum scottianum,Proteaceae,N,Ev. Ang.,C,-18.3,145.49,1066,21.6,,,700,,1.13,40,10.6,0.27,0.05,1.6,1.03,-0.57,7.4,136,0.87
1183,G,Quilici,1998,Photosynthetica,Crotalaria anagyroides,Fabaceae,F,Ev. Ang.,A,10.33,-66.92,1063,21.1,1203,1.57,1050,Natural,1.14,12.4,17.8,1.44,0.056904851,1.09205751,1.250420002,0.158362492,,,
1184,G,Quilici,1998,Photosynthetica,Verbesina turbacensis,Asteraceae,N,Ev. Ang.,A,10.33,-66.92,1063,21.1,1203,1.57,1050,Natural,1.31,28.2,10.7,0.38,0.117271296,1.449600181,1.029383778,-0.420216403,,,
1211,M,Reich,1999,Ecology,Baptisia leucophaea,Fabaceae,F,Forb,D,43.03,-89.47,820,7.5,657,0.83,275,Natural,3.38,31.1,15,0.481,0.528684054,1.492786517,1.174931594,-0.317854924,10.626993,94.09999611,1.026410395
1227,J,Reich,1999,Ecology,Eleagnus angustifolia,Elaeagnaceae,F,Ev. Ang.,B,34.62,-106.9,216,12.9,371,4.77,1580,Natural,3.21,34.9,14.1,0.404,0.506461387,1.542837748,1.149219113,-0.393618635,12.4,80.64516129,1.093421685
1228,H,Reich,1999,Ecology,Eperua leucantha,Fabaceae,F,Ev. Ang.,A,1.93,-67.05,3435,26.2,1652,0.48,120,Natural,1.31,21.2,3.7,0.173,0.118729496,1.326619961,0.564666064,-0.761953897,9.51,105.1524711,0.978180517
1268,J,Reich,1999,Ecology,Prosopis glandulosa,Fabaceae,F,Ev. Ang.,B,34.62,-106.9,216,12.9,371,4.77,1580,Natural,4.86,48.8,17.9,0.367,0.686929386,1.688186967,1.252853031,-0.435333936,5.12,195.3125,0.709269961
1281,K,Reich,1999,Ecology,Robinia pseudoacacia,Fabaceae,F,Ev. Ang.,C,35,-83.5,1915,10.9,963,0.5,850,Natural,1.64,31.6,9.4,0.297,0.214883969,1.500371404,0.973127854,-0.527243551,26.4,37.87878788,1.421603927
1204,K,Reich,1999,Ecology,Acer rubrum,Aceraceae,N,Dec. Ang.,C,35,-83.5,1915,10.9,963,0.5,850,Natural,1.15,32.5,7.7,0.237,0.059516086,1.511742379,0.886490725,-0.625251654,16,62.5,1.204119983
1206,M,Reich,1999,Ecology,Andromeda glaucophylla,Ericaceae,N,Ev. Ang.,D,43.03,-89.47,820,7.5,657,0.83,275,Natural,1.83,30,9.3,0.309,0.26358873,1.477589497,0.967547976,-0.510041521,7.5757576,131.9999996,0.87942607
1208,H,Reich,1999,Ecology,Aspidosperma album,Apocynaceae,N,Ev. Ang.,A,1.93,-67.05,3435,26.2,1652,0.48,120,Natural,1.3,15.8,6.5,0.411,0.11240373,1.198402875,0.812244697,-0.386158178,8.26,121.0653753,0.916980047
1209,J,Reich,1999,Ecology,Atriplex canescens,Amaranthaceae ,N,Forb,B,34.62,-106.9,216,12.9,371,4.77,1580,Natural,5.29,48.9,17.1,0.35,0.723428788,1.688928066,1.23299611,-0.455931956,3.97,251.8891688,0.598790507
1210,J,Reich,1999,Ecology,Baccharis angustifolia,Asteraceae,N,Ev. Ang.,B,34.62,-106.9,216,12.9,371,4.77,1580,Natural,1.86,32.5,18.7,0.575,0.268671547,1.512173762,1.271841607,-0.240332155,10.504202,95.19999711,1.021363065
1212,H,Reich,1999,Ecology,Bellucia grossularioides,Melastomataceae ,N,Ev. Ang.,A,1.93,-67.05,3435,26.2,1652,0.48,120,Natural,2.16,8.2,14,1.707,0.335235671,0.91327365,1.145507171,0.232233521,7.81,128.0409731,0.892651034
1213,M,Reich,1999,Ecology,Betula nigra,Betulaceae,N,Dec. Ang.,D,43.03,-89.47,820,7.5,657,0.83,275,Natural,1.93,33.8,10,0.296,0.28605284,1.528708289,1,-0.528708289,11.8,84.74576271,1.071882007
1214,M,Reich,1999,Ecology,Betula pumilla,Betulaceae,N,Dec. Ang.,D,43.03,-89.47,820,7.5,657,0.83,275,Natural,1.62,28.3,7.2,0.255,0.210385411,1.451997017,0.858537198,-0.59345982,9.3023256,107.4999998,0.968591537
1217,H,Reich,1999,Ecology,Caraipa heterocarpa,Calophyllaceae,N,Ev. Ang.,A,1.93,-67.05,3435,26.2,1652,0.48,120,Natural,1.37,23.8,5.7,0.241,0.137253255,1.37689485,0.758911892,-0.617982957,6.78,147.4926254,0.831229694
1218,M,Reich,1999,Ecology,Carya ovata,Juglandaceae,N,Dec. Ang.,D,43.03,-89.47,820,7.5,657,0.83,275,Natural,1.77,26.6,8.4,0.316,0.247447168,1.424592203,0.924279286,-0.500312917,11.2,89.28571429,1.049218023
